game,platform,genre,release_date,metascore,genre_code_RAWG,months_from_release
Divinity: Original Sin Enhanced Edition,PS4,Role-Playing,2015-10-27,88,5.0,54
The Talos Principle,PS4,Adventure,2015-10-13,88,3.0,54
Ori and the Blind Forest,PC,Action,2015-03-11,88,4.0,61
Bloodborne: The Old Hunters,PS4,Role-Playing,2015-11-24,87,5.0,53
Oddworld: Abe's Oddysee - New 'n' Tasty,PC,Action,2015-02-25,87,4.0,62
Forza Motorsport 6,XONE,Driving,2015-09-15,87,1.0,55
3D Sonic the Hedgehog 2,3DS,Action,2015-10-08,87,4.0,54
3D Out Run,3DS,Driving,2015-03-12,87,1.0,61
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,PC,Adventure,2015-10-20,86,3.0,54
Shovel Knight,XONE,Action,2015-04-21,86,4.0,60
Monster Hunter 4 Ultimate,3DS,Role-Playing,2015-02-13,86,5.0,62
NBA 2K16,XONE,Action,2015-09-25,86,4.0,55
Her Story,PC,Adventure,2015-06-24,86,3.0,58
Final Fantasy XIV: Heavensward,PS4,Massively Multiplayer Online,2015-06-23,86,59.0,58
Heroes of the Storm,PC,Action,2015-06-02,86,4.0,58
Code:Realize - Guardian of Rebirth,VITA,Adventure,2015-10-20,86,3.0,54
Xenoblade Chronicles 3D,3DS,Role-Playing,2015-04-10,86,5.0,60
Tales from the Borderlands: A Telltale Game Series,PC,Adventure,2015-10-20,85,3.0,54
The Binding of Isaac: Afterbirth,PC,Action,2015-10-30,85,4.0,54
Resogun: Defenders,PS4,Action,2015-02-17,85,4.0,62
Zenzizenzic,PC,Action,2015-07-23,85,4.0,57
System Shock: Enhanced Edition,PC,Action Adventure,2015-09-22,85,3.0,55
Shin Megami Tensei: Devil Survivor 2 Record Breaker,3DS,Role-Playing,2015-05-05,84,5.0,59
Halo 5: Guardians,XONE,Shooter,2015-10-27,84,2.0,54
80 Days (2015),PC,Adventure,2015-09-29,84,3.0,55
Hearthstone: Heroes of Warcraft - The Grand Tournament,PC,Strategy,2015-08-24,84,10.0,56
Xenoblade Chronicles X,WIIU,Action RPG,2015-12-04,84,5.0,52
Fallout 4,PC,General,2015-11-09,84,40.0,53
Life is Strange,PC,Action Adventure,2015-10-20,83,3.0,54
Steins;Gate,VITA,Adventure,2015-06-05,83,3.0,58
ZEN Pinball 2: Portal Pinball,PS4,Action,2015-05-26,83,4.0,59
SteamWorld Dig,XONE,Action,2015-06-05,83,4.0,58
Stretchmo,3DS,Puzzle,2015-05-14,83,7.0,59
Castle Crashers Remastered,XONE,Action,2015-09-09,83,4.0,55
Madden NFL 16,PS4,Sports,2015-08-25,83,15.0,56
Gears of War: Ultimate Edition,XONE,Action,2015-08-25,82,4.0,56
Nuclear Throne,PS4,General,2015-12-05,82,40.0,52
Hearthstone: Heroes of Warcraft - Blackrock Mountain,PC,Strategy,2015-04-02,82,10.0,60
Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,Role-Playing,2015-08-04,82,5.0,56
Hacknet,PC,General,2015-08-12,82,40.0,56
The Talos Principle: Road To Gehenna,PC,Adventure,2015-07-23,82,3.0,57
Technobabylon,PC,Adventure,2015-05-21,82,3.0,59
Resident Evil HD Remaster,PC,Action Adventure,2015-01-20,82,3.0,63
Year Walk,WIIU,Adventure,2015-09-17,82,3.0,55
OlliOlli2: Welcome to Olliwood,PC,Sports,2015-08-11,82,15.0,56
Shadowrun: Hong Kong,PC,Role-Playing,2015-08-20,81,5.0,56
Football Manager 2016,PC,Sports,2015-11-13,81,15.0,53
Tearaway Unfolded,PS4,Action Adventure,2015-09-08,81,3.0,55
FAST Racing NEO,WIIU,Driving,2015-12-10,81,1.0,52
Helldivers,PS4,Shooter,2015-03-03,81,2.0,61
Tales From The Borderlands: Episode 3 - Catch A Ride,PC,Adventure,2015-06-23,81,3.0,58
Brothers: A Tale of Two Sons,PS4,Action Adventure,2015-08-11,81,3.0,56
Joe Danger 2: The Movie,VITA,Action,2015-01-13,81,4.0,63
Guild Wars 2: Heart of Thorns,PC,Role-Playing,2015-10-23,81,5.0,54
Project CARS,XONE,Driving,2015-05-12,81,1.0,59
The Age of Decadence,PC,PC-style RPG,2015-10-15,81,5.0,54
Order of Battle: Pacific,PC,Strategy,2015-04-30,81,10.0,60
World of Warships,PC,General,2015-09-17,81,40.0,55
God of War III Remastered,PS4,Action Adventure,2015-07-14,81,3.0,57
FIFA 16,PC,Sports,2015-09-22,81,15.0,55
3D After Burner II,3DS,Action,2015-01-15,81,4.0,63
Life is Strange: Episode 5 - Polarized,XONE,Action Adventure,2015-10-20,80,3.0,54
Westerado: Double Barreled,PC,Action,2015-04-16,80,4.0,60
Age of Wonders III - Eternal Lords,PC,Strategy,2015-04-14,80,10.0,60
Dariusburst: Chronicle Saviours,PS4,Action,2015-12-02,80,4.0,52
Grandia II Anniversary Edition,PC,Role-Playing,2015-08-24,80,5.0,56
Gunman Clive 2,3DS,Action,2015-01-20,80,4.0,63
LEGO Dimensions,PS4,Action Adventure,2015-09-27,80,3.0,55
Read Only Memories,PC,General,2015-10-05,80,40.0,54
Dropsy,PC,Adventure,2015-09-10,80,3.0,55
Company of Heroes 2: The British Forces,PC,Strategy,2015-09-02,80,10.0,55
Super Mega Baseball: Extra Innings,XONE,Sports,2015-08-14,80,15.0,56
Grim Fandango Remastered,PS4,General,2015-01-27,80,40.0,63
BOXBOY!,3DS,Puzzle,2015-04-02,80,7.0,60
Life is Strange: Episode 3 - Chaos Theory,PC,Action Adventure,2015-05-19,80,3.0,59
The Legend of Heroes: Trails in the Sky SC,PC,Console-style RPG,2015-10-29,80,5.0,54
Guitar Hero Live,PS4,Action,2015-10-20,80,4.0,54
The Evil Within: The Assignment,PS4,Action Adventure,2015-03-10,80,3.0,61
Nobunaga's Ambition: Sphere of Influence,PS4,Strategy,2015-09-01,80,10.0,55
Total War: Attila,PC,Strategy,2015-02-17,80,10.0,62
Ziggurat,PS4,Action,2015-04-21,80,4.0,60
The Magic Circle,PC,Adventure,2015-07-09,79,3.0,57
Stasis,PC,General,2015-08-31,79,40.0,56
Else Heart.Break(),PC,Role-Playing,2015-09-24,79,5.0,55
Cities: Skylines - After Dark,PC,Strategy,2015-09-24,79,10.0,55
Jotun,PC,Action,2015-09-29,79,4.0,55
Dark Souls II: Scholar of the First Sin,PC,Role-Playing,2015-04-01,79,5.0,60
Until Dawn,PS4,Action Adventure,2015-08-25,79,3.0,56
The Incredible Adventures of Van Helsing: Final Cut,PC,Role-Playing,2015-11-06,79,5.0,53
Stella Glow,3DS,Strategy,2015-11-17,79,10.0,53
Sid Meier's Civilization: Beyond Earth - Rising Tide,PC,Strategy,2015-10-09,79,10.0,54
Driveclub Bikes,PS4,Racing,2015-10-27,79,1.0,54
Frozen Cortex,PC,General,2015-02-19,79,40.0,62
Extreme Exorcism,WIIU,Action,2015-09-23,79,4.0,55
ZEN Pinball 2: Balls of Glory,PS4,Action,2015-10-20,78,4.0,54
Yoshi's Woolly World,WIIU,Action Adventure,2015-10-16,78,3.0,54
NHL 16,PS4,Sports,2015-09-15,78,15.0,55
Rock Band 4,PS4,Action,2015-10-06,78,4.0,54
Mushroom 11,PC,Action,2015-10-15,78,4.0,54
Hand of Fate,PC,Role-Playing,2015-02-17,78,5.0,62
Avernum 2: Crystal Souls,PC,PC-style RPG,2015-01-14,78,5.0,63
Electronic Super Joy,WIIU,Action,2015-11-05,78,4.0,53
Disney Infinity 3.0 Edition,XONE,Action Adventure,2015-08-30,78,3.0,56
Oreshika: Tainted Bloodlines,VITA,Role-Playing,2015-03-03,78,5.0,61
PlanetSide 2,PS4,Action,2015-06-23,78,4.0,58
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,PS4,Adventure,2015-08-18,78,3.0,56
Galak-Z: The Dimensional,PC,Action,2015-10-29,78,4.0,54
AR-K Episode 3: The Great Escape,PC,Adventure,2015-07-14,78,3.0,57
Tales From The Borderlands: Episode 2 - Atlas Mugged,PC,Adventure,2015-03-17,78,3.0,61
Deathtrap,PC,Strategy,2015-02-04,77,10.0,62
Republique: Episode 1 - Exordium,PC,Action Adventure,2015-02-25,77,3.0,62
Etrian Mystery Dungeon,3DS,Role-Playing,2015-04-07,77,5.0,60
Minecraft: Wii U Edition,WIIU,Action Adventure,2015-12-17,77,3.0,52
Inazuma Eleven Go: Chrono Stones: Thunderflash,3DS,Sports,2015-03-27,77,15.0,61
King's Quest Chapter 1: A Knight to Remember,PS4,Adventure,2015-07-28,77,3.0,57
#IDARB,XONE,Action,2015-01-30,77,4.0,63
Magic Duels: Origins,PC,Strategy,2015-07-29,77,10.0,57
Dragon Age: Inquisition - Trespasser,PC,Role-Playing,2015-09-09,77,5.0,55
Lost Orbit,PS4,Action,2015-05-12,77,4.0,59
Inazuma Eleven Go: Chrono Stones: Wildfire,3DS,Sports,2015-03-27,77,15.0,61
Grey Goo,PC,Strategy,2015-01-23,77,10.0,63
Aviary Attorney,PC,Adventure,2015-12-21,77,3.0,52
La-Mulana EX,VITA,Action,2015-03-03,77,4.0,61
Ar nosurge Plus: Ode to an Unborn Star,VITA,Role-Playing,2015-07-02,77,5.0,57
Three Fourths Home,PC,Adventure,2015-03-20,77,3.0,61
Pix the Cat,PC,Action,2015-01-29,77,4.0,63
Ys VI: The Ark of Napishtim,PC,Action RPG,2015-04-28,76,5.0,60
Mortal Kombat X,PC,Action,2015-04-13,76,4.0,60
Q.U.B.E. Director's Cut,PS4,Puzzle,2015-07-21,76,7.0,57
Dishonored: Definitive Edition,XONE,Action Adventure,2015-08-25,76,3.0,56
Apotheon,PS4,Action,2015-02-03,76,4.0,62
Luckslinger,PC,Action,2015-07-16,76,4.0,57
Atelier Ayesha Plus: The Alchemist of Dusk,VITA,Console-style RPG,2015-01-13,76,5.0,63
JumpJet Rex,PC,Action,2015-01-14,76,4.0,63
The Beginner's Guide,PC,Adventure,2015-10-01,76,3.0,54
Castle In The Darkness,PC,Action,2015-02-05,76,4.0,62
Minutes,PS4,Action,2015-02-10,76,4.0,62
Pillars of Eternity: The White March - Part 1,PC,Role-Playing,2015-08-25,76,5.0,56
Skylanders SuperChargers,XONE,Action,2015-09-20,76,4.0,55
Elliot Quest,WIIU,Adventure,2015-03-19,76,3.0,61
Chariot,WIIU,Action,2015-01-08,76,4.0,63
Pathologic Classic HD,PC,Adventure,2015-10-29,76,3.0,54
DISTRAINT,PC,Adventure,2015-10-21,76,3.0,54
Sayonara UmiharaKawase +,VITA,Action,2015-04-21,76,4.0,60
Pro Evolution Soccer 2016,PC,Sports,2015-09-16,76,15.0,55
Wolfenstein: The Old Blood,XONE,Action,2015-05-05,75,4.0,59
Don't Starve: Giant Edition,WIIU,Action Adventure,2015-05-28,75,3.0,59
Rebel Galaxy,PC,Action,2015-10-20,75,4.0,54
Actual Sunlight,VITA,Action,2015-08-11,75,4.0,56
ETHER One,PS4,General,2015-05-05,75,40.0,59
Norn9: Var Commons,VITA,Adventure,2015-11-03,75,3.0,53
Life is Strange: Episode 1 - Chrysalis,PS4,Action Adventure,2015-01-30,75,3.0,63
Dengeki Bunko: Fighting Climax,VITA,Action,2015-10-06,75,4.0,54
Airscape: The Fall of Gravity,PC,Action,2015-08-11,75,4.0,56
Call of Duty: Advanced Warfare - Reckoning,XONE,Action,2015-08-04,75,4.0,56
Call of Duty: Advanced Warfare - Ascendance,XONE,Action,2015-03-31,75,4.0,61
Gravity Ghost,PC,Action,2015-01-26,75,4.0,63
Victor Vran,PC,General,2015-07-24,75,40.0,57
The Evil Within: The Consequence,PS4,Action Adventure,2015-04-21,75,3.0,60
Sorcerer King,PC,Strategy,2015-07-16,75,10.0,57
Swords & Soldiers II,WIIU,Strategy,2015-05-21,75,10.0,59
Evolve,XONE,Action,2015-02-10,74,4.0,62
Evoland 2: A Slight Case of Spacetime Continuum Disorder,PC,Adventure,2015-08-25,74,3.0,56
Resident Evil: Revelations 2 - Episode 2: Contemplation,XONE,Action Adventure,2015-03-04,74,3.0,61
Far Cry 4: Valley of the Yetis,PS4,Action,2015-03-10,74,4.0,61
Stealth Inc 2: A Game of Clones,PS4,Action,2015-04-07,74,4.0,60
Sniper Elite III: Ultimate Edition,PS4,Action,2015-03-10,74,4.0,61
Kingdom,PC,Action,2015-10-21,74,4.0,54
Blackguards 2,PC,Strategy,2015-01-20,74,10.0,63
Hotline Miami 2: Wrong Number,PC,Action,2015-03-10,74,4.0,61
Crookz: The Big Heist,PC,Strategy,2015-08-25,74,10.0,56
Super Stardust Ultra,PS4,Action,2015-02-10,74,4.0,62
Life is Strange: Episode 4 - Dark Room,XONE,Action Adventure,2015-07-28,74,3.0,57
Resident Evil: Revelations 2 - Episode 4: Metamorphosis,XONE,Action Adventure,2015-03-18,74,3.0,61
Toukiden: Kiwami,PS4,Action,2015-03-31,74,4.0,61
One Piece: Pirate Warriors 3,PS4,Action,2015-08-25,74,4.0,56
Grow Home,PS4,Action Adventure,2015-09-01,74,3.0,55
Roundabout,XONE,Driving,2015-02-20,74,1.0,62
Transformers: Devastation,PC,Action,2015-10-06,74,4.0,54
Anna's Quest,PC,Adventure,2015-07-02,74,3.0,57
A Pixel Story,PC,Action,2015-03-30,74,4.0,61
Shantae: Risky's Revenge - Director's Cut,PS4,Action,2015-06-23,74,4.0,58
The Red Solstice,PC,Action,2015-07-09,74,4.0,57
Mega Coin Squad,XONE,Action,2015-05-20,74,4.0,59
Dragon Age: Inquisition - Jaws Of Hakkon,PC,Role-Playing,2015-03-24,74,5.0,61
Ultratron,WIIU,Action,2015-05-14,73,4.0,59
Life is Strange: Episode 2 - Out of Time,XONE,Action Adventure,2015-03-25,73,3.0,61
Baboon!,VITA,Action,2015-01-28,73,4.0,63
Titan Souls,PS4,Action,2015-04-14,73,4.0,60
Kirby and the Rainbow Curse,WIIU,Action,2015-02-20,73,4.0,62
Saints Row IV: Re-Elected,XONE,Action Adventure,2015-01-20,73,3.0,63
The Crew: Wild Run,PS4,Racing,2015-11-17,73,1.0,53
Resident Evil: Revelations 2 - Episode 3: Judgment,XONE,Action Adventure,2015-03-11,73,3.0,61
The Legend of Zelda: Tri Force Heroes,3DS,Action Adventure,2015-10-23,73,3.0,54
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,PC,Action,2015-12-03,73,4.0,52
Minecraft: Story Mode - Episode 3: The Last Place You Look,PC,Action Adventure,2015-11-24,73,3.0,53
Dungeon Travelers 2: The Royal Library & the Monster Seal,VITA,Role-Playing,2015-08-18,73,5.0,56
Yatagarasu: Attack on Cataclysm,PC,Fighting,2015-07-07,73,6.0,57
Game of Thrones: Episode Four - Sons of Winter,PS4,Action,2015-05-26,73,4.0,59
Resident Evil: Revelations 2 - Episode 1: Penal Colony,XONE,Action Adventure,2015-02-25,73,3.0,62
The Sims 4: Get to Work,PC,Simulation,2015-03-31,73,14.0,61
Samurai Warriors 4-II,PS4,Action,2015-09-29,73,4.0,55
Thea: The Awakening,PC,Strategy,2015-11-20,73,10.0,53
Broken Age: Act 2,PC,Adventure,2015-04-28,73,3.0,60
Call of Duty: Black Ops III,PC,Action,2015-11-05,73,4.0,53
LBX: Little Battlers eXperience,3DS,Action,2015-08-21,73,4.0,56
Lemma,PC,Action Adventure,2015-05-12,73,3.0,59
Nihilumbra,VITA,Action,2015-01-27,73,4.0,63
Adventures of Pip,PC,Action,2015-03-17,72,4.0,61
Game of Thrones: Episode Five - A Nest of Vipers,XONE,Action,2015-07-22,72,4.0,57
Destiny: House of Wolves,PS4,Action,2015-05-19,72,4.0,59
Beyond: Two Souls,PS4,Adventure,2015-11-24,72,3.0,53
Broken Sword 5: The Serpent's Curse,PS4,Adventure,2015-09-08,72,3.0,55
Hatoful Boyfriend,PS4,General,2015-07-21,72,40.0,57
Call of Duty: Advanced Warfare - Havoc,XONE,Action,2015-01-27,72,4.0,63
Earth Defense Force 2: Invaders From Planet Space,VITA,Action,2015-12-08,72,4.0,52
Anno 2205,PC,Strategy,2015-11-02,72,10.0,53
Lost Dimension,VITA,Adventure,2015-07-28,72,3.0,57
Leo's Fortune,XONE,Action,2015-09-11,72,4.0,55
Tales of Zestiria,PS4,Role-Playing,2015-10-20,72,5.0,54
Renowned Explorers: International Society,PC,Strategy,2015-09-02,72,10.0,55
Star Wars Battlefront,PC,General,2015-11-17,72,40.0,53
Convoy,PC,Role-Playing,2015-04-21,72,5.0,60
Massive Chalice,XONE,Strategy,2015-06-01,72,10.0,58
Big Pharma,PC,Strategy,2015-08-27,72,10.0,56
WWE 2K16,XONE,Action,2015-10-27,72,4.0,54
Guild of Dungeoneering,PC,Role-Playing,2015-07-14,72,5.0,57
Way of the Samurai 4,PC,Action Adventure,2015-07-23,72,3.0,57
Devil May Cry 4: Special Edition,PC,Action Adventure,2015-06-23,72,3.0,58
Tormentum - Dark Sorrow,PC,Action Adventure,2015-03-04,72,3.0,61
Homesick,PC,Adventure,2015-05-28,72,3.0,59
The Sims 4: Get Together,PC,Simulation,2015-12-08,72,14.0,52
Darksiders II: Deathinitive Edition,PS4,Action Adventure,2015-10-30,72,3.0,54
Assassin's Creed Syndicate: Jack the Ripper,PS4,Action Adventure,2015-12-15,72,3.0,52
Amnesia: Memories,VITA,Adventure,2015-08-25,72,3.0,56
Metal Gear Solid V: Metal Gear Online,PS4,Action Adventure,2015-10-06,72,3.0,54
Hyperdimension Neptunia U: Action Unleashed,VITA,Action,2015-05-19,71,4.0,59
Dyscourse,PC,Adventure,2015-03-25,71,3.0,61
Penarium,PS4,Action,2015-09-22,71,4.0,55
Soldner-X 2: Final Prototype,VITA,Action,2015-03-17,71,4.0,61
Woah Dave!,VITA,Action,2015-01-06,71,4.0,63
Dreamfall Chapters Book Two: Rebels,PC,Adventure,2015-03-12,71,3.0,61
The Fall of the Dungeon Guardians,PC,Role-Playing,2015-11-06,71,5.0,53
Call of Duty: Advanced Warfare - Supremacy,XONE,Action,2015-06-02,71,4.0,58
The Escapists,PS4,Action,2015-06-02,71,4.0,58
Ultra Street Fighter IV,PS4,Action,2015-05-26,71,4.0,59
Volume,PS4,Action,2015-08-18,71,4.0,56
Legends of Eisenwald,PC,General,2015-07-02,71,40.0,57
Starpoint Gemini 2,XONE,Strategy,2015-12-11,71,10.0,52
Sublevel Zero,PC,Simulation,2015-10-08,71,14.0,54
Knight Squad,XONE,Action,2015-11-16,71,4.0,53
Spy Chameleon,XONE,Puzzle,2015-05-22,71,7.0,59
Gauntlet: Slayer Edition,PS4,Role-Playing,2015-08-11,71,5.0,56
Minecraft: Story Mode - Episode 1: The Order of the Stone,PS4,Action Adventure,2015-10-13,71,3.0,54
ScreamRide,XONE,Simulation,2015-03-03,71,14.0,61
Harold,PC,Action,2015-02-12,70,4.0,62
Nom Nom Galaxy,PS4,Action,2015-05-12,70,4.0,59
Blues and Bullets - Episode 1: The End of Peace,XONE,Action Adventure,2015-08-28,70,3.0,56
Teslapunk,XONE,Action,2015-10-07,70,4.0,54
Batman: Arkham Knight,PC,Action Adventure,2015-06-23,70,3.0,58
Hyperdimension Neptunia Re;Birth3: V Generation,VITA,Role-Playing,2015-06-30,70,5.0,58
LEGO Jurassic World,PS4,Action Adventure,2015-06-09,70,3.0,58
RONIN,PC,Strategy,2015-06-30,70,10.0,58
Blood Bowl 2,XONE,Sports,2015-09-22,70,15.0,55
Mercenaries Saga 2: Order Of The Silver Eagle,3DS,Strategy,2015-07-02,70,10.0,57
Mario vs. Donkey Kong: Tipping Stars,WIIU,Puzzle,2015-03-05,70,7.0,61
The Swindle,PC,Action,2015-07-28,70,4.0,57
Game of Thrones: Episode Six - The Ice Dragon,PC,Action,2015-11-17,70,4.0,53
Shadow Blade: Reload,PC,Action,2015-08-10,70,4.0,56
Game of Thrones: Episode Three - The Sword in the Darkness,PS4,Action,2015-03-24,70,4.0,61
Flame Over,VITA,Simulation,2015-03-10,69,14.0,61
Pokemon Super Mystery Dungeon,3DS,Role-Playing,2015-11-20,69,5.0,53
Pneuma: Breath of Life,PS4,Adventure,2015-07-07,69,3.0,57
Fruit Ninja Kinect 2,XONE,General,2015-03-18,69,40.0,61
Mayan Death Robots,PC,Strategy,2015-11-20,69,10.0,53
Deception IV: The Nightmare Princess,PS4,Strategy,2015-07-14,69,10.0,57
"Guns, Gore & Cannoli",XONE,Action,2015-09-25,69,4.0,55
Dr. Mario: Miracle Cure,3DS,Puzzle,2015-06-11,69,7.0,58
BADLAND: Game of the Year Edition,XONE,Action,2015-05-29,69,4.0,59
Final Fantasy Type-0 HD,PC,Role-Playing,2015-08-18,69,5.0,56
Duke Nukem 3D: Megaton Edition,VITA,Action,2015-01-06,69,4.0,63
Star Hammer: The Vanguard Prophecy,PC,Strategy,2015-06-04,69,10.0,58
Mad Max,PS4,General,2015-09-01,69,40.0,55
Valhalla Hills,PC,Strategy,2015-12-02,69,10.0,52
Oblitus,PC,Action,2015-02-27,69,4.0,62
Game of Thrones: Episode Two - The Lost Lords,PS4,Action,2015-02-03,69,4.0,62
Paperbound,PS4,Action,2015-03-31,69,4.0,61
Tembo the Badass Elephant,PC,Action Adventure,2015-07-21,69,3.0,57
Dead or Alive 5: Last Round,PC,Action,2015-03-30,69,4.0,61
Bloodsports.TV,PC,Action,2015-03-30,69,4.0,61
Inside My Radio,PC,Action,2015-05-11,68,4.0,59
Masochisia,PC,Adventure,2015-10-09,68,3.0,54
Kromaia Omega,PS4,Action,2015-10-16,68,4.0,54
Five Nights at Freddy's 3,PC,Action,2015-03-02,68,4.0,61
Trine 3: The Artifacts of Power,PC,Action Adventure,2015-08-20,68,3.0,56
The Charnel House Trilogy,PC,Adventure,2015-04-16,68,3.0,60
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,PC,Action Adventure,2015-12-22,68,3.0,52
Lord of Magna: Maiden Heaven,3DS,Strategy,2015-06-02,68,10.0,58
Hyperdevotion Noire: Goddess Black Heart,VITA,Role-Playing,2015-02-24,68,5.0,62
Middle-earth: Shadow of Mordor - The Bright Lord,PS4,Action Adventure,2015-02-24,68,3.0,62
The Masterplan,PC,Action,2015-06-04,68,4.0,58
The Castle Game,PS4,Strategy,2015-08-04,68,10.0,56
Knights of Pen & Paper 2,PC,Role-Playing,2015-10-20,67,5.0,54
Fatal Frame: Maiden of Black Water,WIIU,Action,2015-10-22,67,4.0,54
King's Quest Chapter 2: Rubble Without a Cause,PC,Adventure,2015-12-15,67,3.0,52
The Legend of Legacy,3DS,Role-Playing,2015-10-13,67,5.0,54
Assassin's Creed Chronicles: China,PC,Action Adventure,2015-04-21,67,3.0,60
Underground,WIIU,Action,2015-04-02,67,4.0,60
Turok Remastered,PC,Action,2015-12-17,67,4.0,52
Skyshine's Bedlam,PC,Strategy,2015-09-16,67,10.0,55
Hyperdimension Neptunia Re;Birth2: Sisters Generation,VITA,Role-Playing,2015-01-27,67,5.0,63
D4: Dark Dreams Don't Die,PC,Adventure,2015-06-05,67,3.0,58
Rise of Incarnates,PC,Action,2015-07-01,67,4.0,57
Dragon Ball: Xenoverse,XONE,Action,2015-02-24,67,4.0,62
Pro Cycling Manager Season 2015,PC,Sports,2015-06-18,66,15.0,58
The Sims 4: Outdoor Retreat,PC,Simulation,2015-01-13,66,14.0,63
Animal Crossing: Happy Home Designer,3DS,Simulation,2015-09-25,66,14.0,55
Operation Abyss: New Tokyo Legacy,VITA,Role-Playing,2015-06-09,66,5.0,58
Fairy Fencer F,PC,Role-Playing,2015-08-04,66,5.0,56
Unmechanical: Extended Edition,XONE,Action,2015-01-30,66,4.0,63
MonsterBag,VITA,Puzzle,2015-04-07,66,7.0,60
Lightning Returns: Final Fantasy XIII,PC,General,2015-12-10,66,40.0,52
Just Dance 2016,XONE,Action,2015-10-20,66,4.0,54
Saints Row IV: Re-Elected & Gat Out of Hell,PS4,Action Adventure,2015-01-20,66,3.0,63
Adventure Time: Finn and Jake Investigations,XONE,Adventure,2015-10-20,66,3.0,54
Citizens of Earth,PC,Role-Playing,2015-01-20,66,5.0,63
Payday 2: Crimewave Edition,XONE,Action,2015-06-16,65,4.0,58
Kick & Fennick,VITA,Action,2015-02-05,65,4.0,62
Zombi,PC,Action,2015-08-18,65,4.0,56
Feist,PC,Action,2015-07-23,65,4.0,57
Heroes of Might & Magic III - HD Edition,PC,Strategy,2015-01-29,65,10.0,63
Rememoried,PC,Adventure,2015-08-31,65,3.0,56
Sword Art Online Re: Hollow Fragment,PS4,Role-Playing,2015-07-28,65,5.0,57
"War, the Game",PC,Strategy,2015-01-12,65,10.0,63
The Escapists: The Walking Dead,XONE,Action,2015-09-30,65,4.0,55
Abyss Odyssey: Extended Dream Edition,PS4,Action Adventure,2015-07-28,65,3.0,57
War for the Overworld,PC,Strategy,2015-04-02,65,10.0,60
Legions of Steel,PC,Strategy,2015-07-16,64,10.0,57
Saints Row: Gat Out of Hell,PS4,Action Adventure,2015-01-20,64,3.0,63
Game of Thrones: A Telltale Games Series,PC,Action,2015-11-17,64,4.0,53
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Action,2015-12-08,64,4.0,52
Assassin's Creed Unity: Dead Kings,XONE,Action Adventure,2015-01-13,64,3.0,63
The Delusions of Von Sottendorff and His Squared Mind,3DS,Puzzle,2015-12-17,64,7.0,52
Three Fourths Home: Extended Edition,XONE,Adventure,2015-11-27,64,3.0,53
Phantom Breaker: Battle Grounds,PC,Action,2015-01-23,64,4.0,63
Zombie Vikings,PS4,Action,2015-09-01,64,4.0,55
Sid Meier's Starships,PC,Strategy,2015-03-12,64,10.0,61
The Incredible Adventures of Van Helsing III,PC,Role-Playing,2015-05-22,64,5.0,59
RymdResa,PC,Role-Playing,2015-08-20,64,5.0,56
Dirty Bomb,PC,Shooter,2015-06-01,63,2.0,58
PONCHO,PS4,Action,2015-11-03,63,4.0,53
Fat Princess Adventures,PS4,Action,2015-12-05,63,4.0,52
MISSING: An Interactive Thriller - Episode One,PC,Adventure,2015-05-25,63,3.0,59
Grand Ages: Medieval,PC,Strategy,2015-09-25,63,10.0,55
The Order: 1886,PS4,General,2015-02-20,63,40.0,62
Whispering Willows,PS4,Adventure,2015-06-30,63,3.0,58
Ace Combat: Assault Horizon Legacy+,3DS,Action,2015-02-10,63,4.0,62
Skyhill,PC,Role-Playing,2015-10-06,63,5.0,54
Shiftlings,PS4,Action,2015-03-03,63,4.0,61
The Book of Unwritten Tales 2,PS4,Adventure,2015-09-18,63,3.0,55
Tokyo Twilight Ghost Hunters,VITA,Role-Playing,2015-03-10,63,5.0,61
Sword Art Online: Lost Song,PS4,Role-Playing,2015-11-17,63,5.0,53
Samurai Warriors Chronicles 3,3DS,Action,2015-06-30,63,4.0,58
WRC 5,PS4,Racing,2015-10-13,62,1.0,54
Velocibox,PS4,Action,2015-07-28,62,4.0,57
Moco Moco Friends,3DS,Role-Playing,2015-11-17,62,5.0,53
NEON STRUCT,PC,Action Adventure,2015-05-20,62,3.0,59
Morningstar: Descent to Deadrock,PC,Adventure,2015-02-17,62,3.0,62
Zombie Army Trilogy,PS4,Action,2015-03-03,62,4.0,61
Etherium,PC,Strategy,2015-03-25,62,10.0,61
Back to Bed,PS4,Action,2015-08-25,62,4.0,56
Breach & Clear: Deadline,PC,Strategy,2015-07-20,62,10.0,57
Color Guardians,PS4,Action,2015-05-12,62,4.0,59
Forza Horizon 2 Presents Fast & Furious,XONE,Racing,2015-03-27,61,1.0,61
